发布时间,微博id,微博正文,原始图片url,微博视频url,发布工具,点赞数,转发数,评论数
5/31/20 20:39,J4vvL3As7,【这条隧道中国修了12年，为了印度洋出海口！】#睡前消息# #马前卒施工队# 一条隧道，花费了12年时间建成，前赴后继投入了许多工程师、工人，遭遇了罕见的工程难题，在奉献了巨大的智慧和汗水之后，才终于打通了这条大柱山隧道。这一切，都是为了巩固中国与缅甸之间的经济合作，打通印度洋的出海口，开拓中国未来的另一扇窗口。所以这批建设者，值得全中国人民感谢！督工和施工队总能在中国平日那些看上去平淡甚至无趣的建设类新闻里，挖掘出令人动容的内容。这确实是“典型的工业党视角”，但也没啥比这更有“人文关怀”的了吧！ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,4219,1827,348
5/31/20 18:32,J4uGpoFn0,【《小红帽》没那么简单，西方童话背后的故事有多乱？】#从书说起# 《小红帽》其实是一则成人童话？余老司又要发车了？车门已经焊死，同学们一个都别跑……然而，当大家以为余老师在第二层的时候，他已经来到了第五层；当大家以为余老师要发车的时候，他开始正经给大家讲道理了。研究《小红帽》原版故事成人元素，这已经不新鲜了。余老师想为大家揭示的，是《小红帽》的故事为什么会产生这样的变化，和背后整个西方社会文化背景有着怎样的关联。并且更进一步提出灵魂拷问：如果西方童话存在“先天不足”的问题，那未来的中国儿童，需要的是怎样的童话故事？ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,2249,567,261
5/31/20 16:46,J4tZwfnHa,【张维为：中国对基层民主治理的探索，我建议美国可以学学】#这就是中国张维为# 不久前，为了更好了解中国对民主决策和民主立法的探索，张老师专门去了上海长宁区虹桥街道，做了一些调研。这个街道也是全国人大常委建在中国最基层的“立法联系点”。在此过程中，张老师发现很多有益的经验。张老师建议不仅可以作为中国的经验，美国政府都可以多学习，探索真正的人民民主。 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,680,64,392
5/30/20 21:20,J4mm9r1cU,【金灿荣：CNN帮黑人说话却被围攻，抗议队伍里有内鬼？】#一勺思想# 一位名叫弗洛伊德的黑人被虐杀视频在网络上传开，种族问题再次被点燃，一些地方的抗议已经演化成骚乱。然而，明明是在帮黑人说话的CNN，还有个记者被警察抓了，但却被抗议的队伍围攻了。这到底搞得是啥把戏？小勺子请来金灿荣老师，为我们简短解读一下。金老师认为，这体现了美国社会问题的复杂性。可能有人在刻意引导舆论，把矛盾从警察、政府身上，转移到CNN为代表的媒体身上。甚至现在一些黑人为主的街头运动中，有“内奸”存在…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,2131,533,251
5/30/20 20:30,J4m1CpH8G,【特朗普再这么表现下去，我们该“帮”他一把了】#眉山论剑# #眉山风云# 陈平老师再次提到了赵立坚发言人成功的用一个问题，搅动了美国国内对疫情起源的看法，这说明提出好问题才是和美国打交道的好方式。现在，特朗普几乎陷入“疯狂甩锅”的阶段，什么事都往中国身上引，那我们除了反驳和谴责以外，还有没有更好的办法？陈老师认为，要知道特朗普的“初心”，其实是让美国别当世界警察，收缩回美国国内建设，这对美国好不好我们不知道，对中国可是件好事啊。所以我们其实应该“同情”特朗普的处境，甚至可以“帮”他一把…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,3278,594,298
5/30/20 17:57,J4l1F4aCm,【中国做得越好，美国做得越差，这波反华浪潮就会越猛】#一勺思想# 对于疫情之后中国所面对的国际形势，黄仁伟老师认为，中国在疫情中恢复得越好、复工进行得越顺利，而美国国内矛盾越是激烈，那由美国主导的这波反华浪潮将会来得越猛烈。道理也很简单，中国做得越好，美国政府背负的担责压力就越大，就越需要颠倒黑白，转移责任。所以美国会不断发动欧洲甚至一些第三世界国家，对中国进行舆论攻势。从这段日子美国的情况来看，防疫还没搞定，种族、经济等问题已经全面爆发了，所以，我们得准备好接下来面对一个无理极端的美国了…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,686,205,75
5/29/20 21:40,J4d3QtqQd,【清华要取消新闻系本科，工科男却为何在当主播？】#马前卒施工队# #睡前消息# 对新闻、中文专业的同学前排提醒，本期督工密集对线，输出力度很大……好吧，督工是真的在媒体行业混了好多年，作为一个工科生，你问他支不支持清华取消新闻学院本科招生的做法，那当然……是支持的。甚至可以说，督工早就认为，本科新闻系的教育并不能培养出好的新闻工作者。督工直白地表示，这些年来，他接触下来的业内新媒体，也基本对新闻专业出身的人才不感冒。那么，为什么新闻系反而培养不出好的新媒体从业者？在网络时代，真正优秀的媒体人又需要哪些素养呢？ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,1339,498,237
5/29/20 20:19,J4cwKyjI0,今晚迎来大结局：“至高无上的督工马前卒于今日抵达自己忠实的施工队。”  原图 ,http://wx4.sinaimg.cn/large/006C8qP7gy1gf9l49gp39j31660nqqv6.jpg,无,微博 weibo.com,1027,20,119
5/29/20 19:51,J4cljFbTb,【从民众骚乱到军队镇压，美国政府为什么这么熟练？】#范神论# 从美国疫情扩散之后，美国各地就开始爆发一些抗议活动。而最近一名黑人在街头被美国警察活活“虐杀”的视频传开后，当地开始爆发打砸抢烧的骚乱暴动，美国政府甚至已经出动了军队准备镇压。那么，看上去这么严重的情况，美国上下有在担忧吗？范老师告诉你，没有的事！甚至在美国政治环境下，有时就是故意让你骚乱闹一闹，然后就出动军警镇压，因为这样就能把民众中间的“负面能量”释放掉。所以别看这两天打砸抢很凶猛，常规操作而已！那有同学可能要问了，美国民众怎么能容忍这种情况？那这个就要听范老师从整个西方文化、宗教传统、政治制度等根源上分析啦……但总之，不要以中国“人民政府”的标准来看待美国，从新冠疫情死亡人数超过10万这个国家总统还在说自己做得多好这事就能看出来，人家跟你不一样，不一样…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,1536,483,304
5/29/20 18:46,J4bVcaRym,【有些国家，中国搞一带一路帮你建设，疫情来了你却跟着美国闹腾？】#一勺思想# 这次疫情，也为我们继续建设“一带一路”带来许多启示。一方面，即使在疫情之下，中国与一带一路合作国家之间的往来仍旧十分旺盛，体现了一带一路战略的巨大潜力；但另一方面，有些合作国家，竟然跟着美国炒作“中国为疫情赔偿”的论调，企图通过这种方式来抵赖掉中国帮助他们建设的债务，这也提醒了我们，建设一带一路，我们要慎重筛选合作者…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,1253,236,124
5/29/20 14:57,J4aqg1wsu,特朗普制裁华为，高通为什么会头疼？回看唐老师昨天这集http://t.cn/A626KmZC，才意识到原来特朗普才是真正的“反垄断先锋”！强行把美国芯片公司的大客户逼成竞争对手，这大概就是国际主义精神吧……  原图 ,http://wx2.sinaimg.cn/large/006C8qP7gy1gf9brlk77xj30u023saxu.jpg,无,微博 weibo.com,535,38,60
5/29/20 14:10,J4a6UzUvs,【香港有些人爱讲“自由”，那怎么还怀念殖民主义？】#这就是中国张维为# 一位观众提到，香港有些人声称自己在寻求“自由”，然而那么多闹事者竟然还举着港英旗帜，在怀念被英国殖民时代，然而在被殖民的100多年里，香港又有什么自由可言？张维为老师表示，这一点确实也体现了很多香港年轻人被西方洗脑有多深，舆论操纵是多容易。在他们眼里，仅仅因为是中国就不自由，而西方就算是殖民那也代表自由…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,418,62,44
5/28/20 21:14,J43sJjpCT,【特朗普：我帮你们干掉了华为！ 美国公司：MMP……】#金融南局# 特朗普对华为的穷追猛打还没结束，那么美国对华为或者说对中国高新技术企业的制裁，最终能真的起到遏制的作用吗？唐老师表示，特朗普这是根本没意识到，在当下的全球产业链结构下，华为这样的公司就像一个“器官”，它不仅给中国供血，也在给美国供血；打压华为，等于是在美国自己身体上摘掉器官。特朗普这还以为美国那些科技企业会感谢他…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,2506,994,367
5/28/20 18:40,J42s9cMdT,【中国股市不成熟，那美国的经验哪些我们可以学？】#重点思维# 上一期重点思维赵锡军老师提到了瑞幸的例子，由此就引出“做空”的概念，我们能发现在美国股票市场上的每一种“玩法”背后都有一整套相对比较复杂的系统，政府监管者、公司、投资者、律师等各方力量都在其中起作用。相比之下，中国股市现在在刚刚起步的阶段，有哪些方面我们是可以吸取美国经验的？中国怎么真正建立好一个有活力又规范的股票市场？ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,246,71,90
